Date,Month,Month_No,Quarter,Year
2022-02-14,February,2,Q1,2022
2022-02-15,February,2,Q1,2022
2022-02-16,February,2,Q1,2022
2022-02-17,February,2,Q1,2022
2022-02-18,February,2,Q1,2022
2022-02-19,February,2,Q1,2022
2022-02-20,February,2,Q1,2022
2022-02-21,February,2,Q1,2022
2022-02-22,February,2,Q1,2022
2022-02-23,February,2,Q1,2022
2022-02-24,February,2,Q1,2022
2022-02-25,February,2,Q1,2022
2022-02-26,February,2,Q1,2022
2022-02-27,February,2,Q1,2022
2022-02-28,February,2,Q1,2022
2022-03-01,March,3,Q1,2022
2022-03-02,March,3,Q1,2022
2022-03-03,March,3,Q1,2022
2022-03-04,March,3,Q1,2022
2022-03-05,March,3,Q1,2022
2022-03-06,March,3,Q1,2022
2022-03-07,March,3,Q1,2022
2022-03-08,March,3,Q1,2022
2022-03-09,March,3,Q1,2022
2022-03-10,March,3,Q1,2022
2022-03-11,March,3,Q1,2022
2022-03-12,March,3,Q1,2022
2022-03-13,March,3,Q1,2022
2022-03-14,March,3,Q1,2022
2022-03-15,March,3,Q1,2022
2022-03-16,March,3,Q1,2022
2022-03-17,March,3,Q1,2022
2022-03-18,March,3,Q1,2022
2022-03-19,March,3,Q1,2022
2022-03-20,March,3,Q1,2022
2022-03-21,March,3,Q1,2022
2022-03-22,March,3,Q1,2022
2022-03-23,March,3,Q1,2022
2022-03-24,March,3,Q1,2022
2022-03-25,March,3,Q1,2022
2022-03-26,March,3,Q1,2022
2022-03-27,March,3,Q1,2022
2022-03-28,March,3,Q1,2022
2022-03-29,March,3,Q1,2022
2022-03-30,March,3,Q1,2022
2022-03-31,March,3,Q1,2022
2022-04-01,April,4,Q2,2022
2022-04-02,April,4,Q2,2022
2022-04-03,April,4,Q2,2022
2022-04-04,April,4,Q2,2022
2022-04-05,April,4,Q2,2022
2022-04-06,April,4,Q2,2022
2022-04-07,April,4,Q2,2022
2022-04-08,April,4,Q2,2022
2022-04-09,April,4,Q2,2022
2022-04-10,April,4,Q2,2022
2022-04-11,April,4,Q2,2022
2022-04-12,April,4,Q2,2022
2022-04-13,April,4,Q2,2022
2022-04-14,April,4,Q2,2022
2022-04-15,April,4,Q2,2022
2022-04-16,April,4,Q2,2022
2022-04-17,April,4,Q2,2022
2022-04-18,April,4,Q2,2022
2022-04-19,April,4,Q2,2022
2022-04-20,April,4,Q2,2022
2022-04-21,April,4,Q2,2022
2022-04-22,April,4,Q2,2022
2022-04-23,April,4,Q2,2022
2022-04-24,April,4,Q2,2022
2022-04-25,April,4,Q2,2022
2022-04-26,April,4,Q2,2022
2022-04-27,April,4,Q2,2022
2022-04-28,April,4,Q2,2022
2022-04-29,April,4,Q2,2022
2022-04-30,April,4,Q2,2022
2022-05-01,May,5,Q2,2022
2022-05-02,May,5,Q2,2022
2022-05-03,May,5,Q2,2022
2022-05-04,May,5,Q2,2022
2022-05-05,May,5,Q2,2022
2022-05-06,May,5,Q2,2022
2022-05-07,May,5,Q2,2022
2022-05-08,May,5,Q2,2022
2022-05-09,May,5,Q2,2022
2022-05-10,May,5,Q2,2022
2022-05-11,May,5,Q2,2022
2022-05-12,May,5,Q2,2022
2022-05-13,May,5,Q2,2022
2022-05-14,May,5,Q2,2022
2022-05-15,May,5,Q2,2022
2022-05-16,May,5,Q2,2022
2022-05-17,May,5,Q2,2022
2022-05-18,May,5,Q2,2022
2022-05-19,May,5,Q2,2022
2022-05-20,May,5,Q2,2022
2022-05-21,May,5,Q2,2022
2022-05-22,May,5,Q2,2022
2022-05-23,May,5,Q2,2022
2022-05-24,May,5,Q2,2022
2022-05-25,May,5,Q2,2022
2022-05-26,May,5,Q2,2022
2022-05-27,May,5,Q2,2022
2022-05-28,May,5,Q2,2022
2022-05-29,May,5,Q2,2022
2022-05-30,May,5,Q2,2022
2022-05-31,May,5,Q2,2022
2022-06-01,June,6,Q2,2022
2022-06-02,June,6,Q2,2022
2022-06-03,June,6,Q2,2022
2022-06-04,June,6,Q2,2022
2022-06-05,June,6,Q2,2022
2022-06-06,June,6,Q2,2022
2022-06-07,June,6,Q2,2022
2022-06-08,June,6,Q2,2022
2022-06-09,June,6,Q2,2022
2022-06-10,June,6,Q2,2022
2022-06-11,June,6,Q2,2022
2022-06-12,June,6,Q2,2022
2022-06-13,June,6,Q2,2022
2022-06-14,June,6,Q2,2022
2022-06-15,June,6,Q2,2022
2022-06-16,June,6,Q2,2022
2022-06-17,June,6,Q2,2022
2022-06-18,June,6,Q2,2022
2022-06-19,June,6,Q2,2022
2022-06-20,June,6,Q2,2022
2022-06-21,June,6,Q2,2022
2022-06-22,June,6,Q2,2022
2022-06-23,June,6,Q2,2022
2022-06-24,June,6,Q2,2022
2022-06-25,June,6,Q2,2022
2022-06-26,June,6,Q2,2022
2022-06-27,June,6,Q2,2022
2022-06-28,June,6,Q2,2022
2022-06-29,June,6,Q2,2022
2022-06-30,June,6,Q2,2022
2022-07-01,July,7,Q3,2022
2022-07-02,July,7,Q3,2022
2022-07-03,July,7,Q3,2022
2022-07-04,July,7,Q3,2022
2022-07-05,July,7,Q3,2022
2022-07-06,July,7,Q3,2022
2022-07-07,July,7,Q3,2022
2022-07-08,July,7,Q3,2022
2022-07-09,July,7,Q3,2022
2022-07-10,July,7,Q3,2022
2022-07-11,July,7,Q3,2022
2022-07-12,July,7,Q3,2022
2022-07-13,July,7,Q3,2022
2022-07-14,July,7,Q3,2022
2022-07-15,July,7,Q3,2022
2022-07-16,July,7,Q3,2022
2022-07-17,July,7,Q3,2022
2022-07-18,July,7,Q3,2022
2022-07-19,July,7,Q3,2022
2022-07-20,July,7,Q3,2022
2022-07-21,July,7,Q3,2022
2022-07-22,July,7,Q3,2022
2022-07-23,July,7,Q3,2022
2022-07-24,July,7,Q3,2022
2022-07-25,July,7,Q3,2022
2022-07-26,July,7,Q3,2022
2022-07-27,July,7,Q3,2022
2022-07-28,July,7,Q3,2022
2022-07-29,July,7,Q3,2022
2022-07-30,July,7,Q3,2022
2022-07-31,July,7,Q3,2022
2022-08-01,August,8,Q3,2022
2022-08-02,August,8,Q3,2022
2022-08-03,August,8,Q3,2022
2022-08-04,August,8,Q3,2022
2022-08-05,August,8,Q3,2022
2022-08-06,August,8,Q3,2022
2022-08-07,August,8,Q3,2022
2022-08-08,August,8,Q3,2022
2022-08-09,August,8,Q3,2022
2022-08-10,August,8,Q3,2022
2022-08-11,August,8,Q3,2022
2022-08-12,August,8,Q3,2022
2022-08-13,August,8,Q3,2022
2022-08-14,August,8,Q3,2022
2022-08-15,August,8,Q3,2022
2022-08-16,August,8,Q3,2022
2022-08-17,August,8,Q3,2022
2022-08-18,August,8,Q3,2022
2022-08-19,August,8,Q3,2022
2022-08-20,August,8,Q3,2022
2022-08-21,August,8,Q3,2022
2022-08-22,August,8,Q3,2022
2022-08-23,August,8,Q3,2022
2022-08-24,August,8,Q3,2022
2022-08-25,August,8,Q3,2022
2022-08-26,August,8,Q3,2022
2022-08-27,August,8,Q3,2022
2022-08-28,August,8,Q3,2022
2022-08-29,August,8,Q3,2022
2022-08-30,August,8,Q3,2022
2022-08-31,August,8,Q3,2022
2022-09-01,September,9,Q3,2022
2022-09-02,September,9,Q3,2022
2022-09-03,September,9,Q3,2022
2022-09-04,September,9,Q3,2022
2022-09-05,September,9,Q3,2022
2022-09-06,September,9,Q3,2022
2022-09-07,September,9,Q3,2022
2022-09-08,September,9,Q3,2022
2022-09-09,September,9,Q3,2022
2022-09-10,September,9,Q3,2022
2022-09-11,September,9,Q3,2022
2022-09-12,September,9,Q3,2022
2022-09-13,September,9,Q3,2022
2022-09-14,September,9,Q3,2022
2022-09-15,September,9,Q3,2022
2022-09-16,September,9,Q3,2022
2022-09-17,September,9,Q3,2022
2022-09-18,September,9,Q3,2022
2022-09-19,September,9,Q3,2022
2022-09-20,September,9,Q3,2022
2022-09-21,September,9,Q3,2022
2022-09-22,September,9,Q3,2022
2022-09-23,September,9,Q3,2022
2022-09-24,September,9,Q3,2022
2022-09-25,September,9,Q3,2022
2022-09-26,September,9,Q3,2022
2022-09-27,September,9,Q3,2022
2022-09-28,September,9,Q3,2022
2022-09-29,September,9,Q3,2022
2022-09-30,September,9,Q3,2022
2022-10-01,October,10,Q4,2022
2022-10-02,October,10,Q4,2022
2022-10-03,October,10,Q4,2022
2022-10-04,October,10,Q4,2022
2022-10-05,October,10,Q4,2022
2022-10-06,October,10,Q4,2022
2022-10-07,October,10,Q4,2022
2022-10-08,October,10,Q4,2022
2022-10-09,October,10,Q4,2022
2022-10-10,October,10,Q4,2022
2022-10-11,October,10,Q4,2022
2022-10-12,October,10,Q4,2022
2022-10-13,October,10,Q4,2022
2022-10-14,October,10,Q4,2022
2022-10-15,October,10,Q4,2022
2022-10-16,October,10,Q4,2022
2022-10-17,October,10,Q4,2022
2022-10-18,October,10,Q4,2022
2022-10-19,October,10,Q4,2022
2022-10-20,October,10,Q4,2022
2022-10-21,October,10,Q4,2022
2022-10-22,October,10,Q4,2022
2022-10-23,October,10,Q4,2022
2022-10-24,October,10,Q4,2022
2022-10-25,October,10,Q4,2022
2022-10-26,October,10,Q4,2022
2022-10-27,October,10,Q4,2022
2022-10-28,October,10,Q4,2022
2022-10-29,October,10,Q4,2022
2022-10-30,October,10,Q4,2022
2022-10-31,October,10,Q4,2022
2022-11-01,November,11,Q4,2022
2022-11-02,November,11,Q4,2022
2022-11-03,November,11,Q4,2022
2022-11-04,November,11,Q4,2022
2022-11-05,November,11,Q4,2022
2022-11-06,November,11,Q4,2022
2022-11-07,November,11,Q4,2022
2022-11-08,November,11,Q4,2022
2022-11-09,November,11,Q4,2022
2022-11-10,November,11,Q4,2022
2022-11-11,November,11,Q4,2022
2022-11-12,November,11,Q4,2022
2022-11-13,November,11,Q4,2022
2022-11-14,November,11,Q4,2022
2022-11-15,November,11,Q4,2022
2022-11-16,November,11,Q4,2022
2022-11-17,November,11,Q4,2022
2022-11-18,November,11,Q4,2022
2022-11-19,November,11,Q4,2022
2022-11-20,November,11,Q4,2022
2022-11-21,November,11,Q4,2022
2022-11-22,November,11,Q4,2022
2022-11-23,November,11,Q4,2022
2022-11-24,November,11,Q4,2022
2022-11-25,November,11,Q4,2022
2022-11-26,November,11,Q4,2022
2022-11-27,November,11,Q4,2022
2022-11-28,November,11,Q4,2022
2022-11-29,November,11,Q4,2022
2022-11-30,November,11,Q4,2022
2022-12-01,December,12,Q4,2022
2022-12-02,December,12,Q4,2022
2022-12-03,December,12,Q4,2022
2022-12-04,December,12,Q4,2022
2022-12-05,December,12,Q4,2022
2022-12-06,December,12,Q4,2022
2022-12-07,December,12,Q4,2022
2022-12-08,December,12,Q4,2022
2022-12-09,December,12,Q4,2022
2022-12-10,December,12,Q4,2022
2022-12-11,December,12,Q4,2022
2022-12-12,December,12,Q4,2022
2022-12-13,December,12,Q4,2022
2022-12-14,December,12,Q4,2022
2022-12-15,December,12,Q4,2022
2022-12-16,December,12,Q4,2022
2022-12-17,December,12,Q4,2022
2022-12-18,December,12,Q4,2022
2022-12-19,December,12,Q4,2022
2022-12-20,December,12,Q4,2022
2022-12-21,December,12,Q4,2022
2022-12-22,December,12,Q4,2022
2022-12-23,December,12,Q4,2022
2022-12-24,December,12,Q4,2022
2022-12-25,December,12,Q4,2022
2022-12-26,December,12,Q4,2022
2022-12-27,December,12,Q4,2022
2022-12-28,December,12,Q4,2022
2022-12-29,December,12,Q4,2022
2022-12-30,December,12,Q4,2022
2022-12-31,December,12,Q4,2022
2023-01-01,January,1,Q1,2023
2023-01-02,January,1,Q1,2023
2023-01-03,January,1,Q1,2023
2023-01-04,January,1,Q1,2023
2023-01-05,January,1,Q1,2023
2023-01-06,January,1,Q1,2023
2023-01-07,January,1,Q1,2023
2023-01-08,January,1,Q1,2023
2023-01-09,January,1,Q1,2023
2023-01-10,January,1,Q1,2023
2023-01-11,January,1,Q1,2023
2023-01-12,January,1,Q1,2023
2023-01-13,January,1,Q1,2023
2023-01-14,January,1,Q1,2023
2023-01-15,January,1,Q1,2023
2023-01-16,January,1,Q1,2023
2023-01-17,January,1,Q1,2023
2023-01-18,January,1,Q1,2023
2023-01-19,January,1,Q1,2023
2023-01-20,January,1,Q1,2023
2023-01-21,January,1,Q1,2023
2023-01-22,January,1,Q1,2023
2023-01-23,January,1,Q1,2023
2023-01-24,January,1,Q1,2023
2023-01-25,January,1,Q1,2023
2023-01-26,January,1,Q1,2023
2023-01-27,January,1,Q1,2023
2023-01-28,January,1,Q1,2023
2023-01-29,January,1,Q1,2023
2023-01-30,January,1,Q1,2023
2023-01-31,January,1,Q1,2023
2023-02-01,February,2,Q1,2023
2023-02-02,February,2,Q1,2023
2023-02-03,February,2,Q1,2023
2023-02-04,February,2,Q1,2023
2023-02-05,February,2,Q1,2023
2023-02-06,February,2,Q1,2023
2023-02-07,February,2,Q1,2023
2023-02-08,February,2,Q1,2023
2023-02-09,February,2,Q1,2023
2023-02-10,February,2,Q1,2023
2023-02-11,February,2,Q1,2023
2023-02-12,February,2,Q1,2023
2023-02-13,February,2,Q1,2023
2023-02-14,February,2,Q1,2023
2023-02-15,February,2,Q1,2023
2023-02-16,February,2,Q1,2023
2023-02-17,February,2,Q1,2023
2023-02-18,February,2,Q1,2023
2023-02-19,February,2,Q1,2023
2023-02-20,February,2,Q1,2023
2023-02-21,February,2,Q1,2023
2023-02-22,February,2,Q1,2023
2023-02-23,February,2,Q1,2023
2023-02-24,February,2,Q1,2023
2023-02-25,February,2,Q1,2023
2023-02-26,February,2,Q1,2023
2023-02-27,February,2,Q1,2023
2023-02-28,February,2,Q1,2023
2023-03-01,March,3,Q1,2023
2023-03-02,March,3,Q1,2023
2023-03-03,March,3,Q1,2023
2023-03-04,March,3,Q1,2023
2023-03-05,March,3,Q1,2023
2023-03-06,March,3,Q1,2023
2023-03-07,March,3,Q1,2023
2023-03-08,March,3,Q1,2023
2023-03-09,March,3,Q1,2023
2023-03-10,March,3,Q1,2023
2023-03-11,March,3,Q1,2023
2023-03-12,March,3,Q1,2023
2023-03-13,March,3,Q1,2023
2023-03-14,March,3,Q1,2023
2023-03-15,March,3,Q1,2023
2023-03-16,March,3,Q1,2023
2023-03-17,March,3,Q1,2023
2023-03-18,March,3,Q1,2023
2023-03-19,March,3,Q1,2023
2023-03-20,March,3,Q1,2023
2023-03-21,March,3,Q1,2023
2023-03-22,March,3,Q1,2023
2023-03-23,March,3,Q1,2023
2023-03-24,March,3,Q1,2023
2023-03-25,March,3,Q1,2023
2023-03-26,March,3,Q1,2023
2023-03-27,March,3,Q1,2023
2023-03-28,March,3,Q1,2023
2023-03-29,March,3,Q1,2023
2023-03-30,March,3,Q1,2023
2023-03-31,March,3,Q1,2023
2023-04-01,April,4,Q2,2023
2023-04-02,April,4,Q2,2023
2023-04-03,April,4,Q2,2023
2023-04-04,April,4,Q2,2023
2023-04-05,April,4,Q2,2023
2023-04-06,April,4,Q2,2023
2023-04-07,April,4,Q2,2023
2023-04-08,April,4,Q2,2023
2023-04-09,April,4,Q2,2023
2023-04-10,April,4,Q2,2023
2023-04-11,April,4,Q2,2023
2023-04-12,April,4,Q2,2023
2023-04-13,April,4,Q2,2023
2023-04-14,April,4,Q2,2023
2023-04-15,April,4,Q2,2023
2023-04-16,April,4,Q2,2023
2023-04-17,April,4,Q2,2023
2023-04-18,April,4,Q2,2023
2023-04-19,April,4,Q2,2023
2023-04-20,April,4,Q2,2023
2023-04-21,April,4,Q2,2023
2023-04-22,April,4,Q2,2023
2023-04-23,April,4,Q2,2023
2023-04-24,April,4,Q2,2023
2023-04-25,April,4,Q2,2023
2023-04-26,April,4,Q2,2023
2023-04-27,April,4,Q2,2023
2023-04-28,April,4,Q2,2023
2023-04-29,April,4,Q2,2023
2023-04-30,April,4,Q2,2023
2023-05-01,May,5,Q2,2023
2023-05-02,May,5,Q2,2023
2023-05-03,May,5,Q2,2023
2023-05-04,May,5,Q2,2023
2023-05-05,May,5,Q2,2023
2023-05-06,May,5,Q2,2023
2023-05-07,May,5,Q2,2023
2023-05-08,May,5,Q2,2023
2023-05-09,May,5,Q2,2023
2023-05-10,May,5,Q2,2023
2023-05-11,May,5,Q2,2023
2023-05-12,May,5,Q2,2023
2023-05-13,May,5,Q2,2023
2023-05-14,May,5,Q2,2023
2023-05-15,May,5,Q2,2023
2023-05-16,May,5,Q2,2023
2023-05-17,May,5,Q2,2023
2023-05-18,May,5,Q2,2023
2023-05-19,May,5,Q2,2023
2023-05-20,May,5,Q2,2023
2023-05-21,May,5,Q2,2023
2023-05-22,May,5,Q2,2023
2023-05-23,May,5,Q2,2023
2023-05-24,May,5,Q2,2023
2023-05-25,May,5,Q2,2023
2023-05-26,May,5,Q2,2023
2023-05-27,May,5,Q2,2023
2023-05-28,May,5,Q2,2023
2023-05-29,May,5,Q2,2023
2023-05-30,May,5,Q2,2023
2023-05-31,May,5,Q2,2023
2023-06-01,June,6,Q2,2023
2023-06-02,June,6,Q2,2023
2023-06-03,June,6,Q2,2023
2023-06-04,June,6,Q2,2023
2023-06-05,June,6,Q2,2023
2023-06-06,June,6,Q2,2023
2023-06-07,June,6,Q2,2023
2023-06-08,June,6,Q2,2023
2023-06-09,June,6,Q2,2023
2023-06-10,June,6,Q2,2023
2023-06-11,June,6,Q2,2023
2023-06-12,June,6,Q2,2023
2023-06-13,June,6,Q2,2023
2023-06-14,June,6,Q2,2023
2023-06-15,June,6,Q2,2023
2023-06-16,June,6,Q2,2023
2023-06-17,June,6,Q2,2023
2023-06-18,June,6,Q2,2023
2023-06-19,June,6,Q2,2023
2023-06-20,June,6,Q2,2023
2023-06-21,June,6,Q2,2023
2023-06-22,June,6,Q2,2023
2023-06-23,June,6,Q2,2023
2023-06-24,June,6,Q2,2023
2023-06-25,June,6,Q2,2023
2023-06-26,June,6,Q2,2023
2023-06-27,June,6,Q2,2023
2023-06-28,June,6,Q2,2023
2023-06-29,June,6,Q2,2023
2023-06-30,June,6,Q2,2023
2023-07-01,July,7,Q3,2023
2023-07-02,July,7,Q3,2023
2023-07-03,July,7,Q3,2023
2023-07-04,July,7,Q3,2023
2023-07-05,July,7,Q3,2023
2023-07-06,July,7,Q3,2023
2023-07-07,July,7,Q3,2023
2023-07-08,July,7,Q3,2023
2023-07-09,July,7,Q3,2023
2023-07-10,July,7,Q3,2023
2023-07-11,July,7,Q3,2023
2023-07-12,July,7,Q3,2023
2023-07-13,July,7,Q3,2023
2023-07-14,July,7,Q3,2023
2023-07-15,July,7,Q3,2023
2023-07-16,July,7,Q3,2023
2023-07-17,July,7,Q3,2023
2023-07-18,July,7,Q3,2023
2023-07-19,July,7,Q3,2023
2023-07-20,July,7,Q3,2023
2023-07-21,July,7,Q3,2023
2023-07-22,July,7,Q3,2023
2023-07-23,July,7,Q3,2023
2023-07-24,July,7,Q3,2023
2023-07-25,July,7,Q3,2023
2023-07-26,July,7,Q3,2023
2023-07-27,July,7,Q3,2023
2023-07-28,July,7,Q3,2023
2023-07-29,July,7,Q3,2023
2023-07-30,July,7,Q3,2023
2023-07-31,July,7,Q3,2023
2023-08-01,August,8,Q3,2023
2023-08-02,August,8,Q3,2023
2023-08-03,August,8,Q3,2023
2023-08-04,August,8,Q3,2023
2023-08-05,August,8,Q3,2023
2023-08-06,August,8,Q3,2023
2023-08-07,August,8,Q3,2023
2023-08-08,August,8,Q3,2023
2023-08-09,August,8,Q3,2023
2023-08-10,August,8,Q3,2023
2023-08-11,August,8,Q3,2023
2023-08-12,August,8,Q3,2023
2023-08-13,August,8,Q3,2023
2023-08-14,August,8,Q3,2023
2023-08-15,August,8,Q3,2023
2023-08-16,August,8,Q3,2023
2023-08-17,August,8,Q3,2023
2023-08-18,August,8,Q3,2023
2023-08-19,August,8,Q3,2023
2023-08-20,August,8,Q3,2023
2023-08-21,August,8,Q3,2023
2023-08-22,August,8,Q3,2023
2023-08-23,August,8,Q3,2023
2023-08-24,August,8,Q3,2023
2023-08-25,August,8,Q3,2023
2023-08-26,August,8,Q3,2023
2023-08-27,August,8,Q3,2023
2023-08-28,August,8,Q3,2023
2023-08-29,August,8,Q3,2023
2023-08-30,August,8,Q3,2023
2023-08-31,August,8,Q3,2023
2023-09-01,September,9,Q3,2023
2023-09-02,September,9,Q3,2023
2023-09-03,September,9,Q3,2023
2023-09-04,September,9,Q3,2023
2023-09-05,September,9,Q3,2023
2023-09-06,September,9,Q3,2023
2023-09-07,September,9,Q3,2023
2023-09-08,September,9,Q3,2023
2023-09-09,September,9,Q3,2023
2023-09-10,September,9,Q3,2023
2023-09-11,September,9,Q3,2023
2023-09-12,September,9,Q3,2023
2023-09-13,September,9,Q3,2023
2023-09-14,September,9,Q3,2023
2023-09-15,September,9,Q3,2023
2023-09-16,September,9,Q3,2023
2023-09-17,September,9,Q3,2023
2023-09-18,September,9,Q3,2023
2023-09-19,September,9,Q3,2023
2023-09-20,September,9,Q3,2023
2023-09-21,September,9,Q3,2023
2023-09-22,September,9,Q3,2023
2023-09-23,September,9,Q3,2023
2023-09-24,September,9,Q3,2023
2023-09-25,September,9,Q3,2023
2023-09-26,September,9,Q3,2023
2023-09-27,September,9,Q3,2023
2023-09-28,September,9,Q3,2023
2023-09-29,September,9,Q3,2023
2023-09-30,September,9,Q3,2023
2023-10-01,October,10,Q4,2023
2023-10-02,October,10,Q4,2023
2023-10-03,October,10,Q4,2023
2023-10-04,October,10,Q4,2023
2023-10-05,October,10,Q4,2023
2023-10-06,October,10,Q4,2023
2023-10-07,October,10,Q4,2023
2023-10-08,October,10,Q4,2023
2023-10-09,October,10,Q4,2023
2023-10-10,October,10,Q4,2023
2023-10-11,October,10,Q4,2023
2023-10-12,October,10,Q4,2023
2023-10-13,October,10,Q4,2023
2023-10-14,October,10,Q4,2023
2023-10-15,October,10,Q4,2023
2023-10-16,October,10,Q4,2023
2023-10-17,October,10,Q4,2023
2023-10-18,October,10,Q4,2023
2023-10-19,October,10,Q4,2023
2023-10-20,October,10,Q4,2023
2023-10-21,October,10,Q4,2023
2023-10-22,October,10,Q4,2023
2023-10-23,October,10,Q4,2023
2023-10-24,October,10,Q4,2023
2023-10-25,October,10,Q4,2023
2023-10-26,October,10,Q4,2023
2023-10-27,October,10,Q4,2023
2023-10-28,October,10,Q4,2023
2023-10-29,October,10,Q4,2023
2023-10-30,October,10,Q4,2023
2023-10-31,October,10,Q4,2023
2023-11-01,November,11,Q4,2023
2023-11-02,November,11,Q4,2023
2023-11-03,November,11,Q4,2023
2023-11-04,November,11,Q4,2023
2023-11-05,November,11,Q4,2023
2023-11-06,November,11,Q4,2023
2023-11-07,November,11,Q4,2023
2023-11-08,November,11,Q4,2023
2023-11-09,November,11,Q4,2023
2023-11-10,November,11,Q4,2023
2023-11-11,November,11,Q4,2023
2023-11-12,November,11,Q4,2023
2023-11-13,November,11,Q4,2023
2023-11-14,November,11,Q4,2023
2023-11-15,November,11,Q4,2023
2023-11-16,November,11,Q4,2023
2023-11-17,November,11,Q4,2023
2023-11-18,November,11,Q4,2023
2023-11-19,November,11,Q4,2023
2023-11-20,November,11,Q4,2023
2023-11-21,November,11,Q4,2023
2023-11-22,November,11,Q4,2023
2023-11-23,November,11,Q4,2023
2023-11-24,November,11,Q4,2023
2023-11-25,November,11,Q4,2023
2023-11-26,November,11,Q4,2023
2023-11-27,November,11,Q4,2023
2023-11-28,November,11,Q4,2023
2023-11-29,November,11,Q4,2023
2023-11-30,November,11,Q4,2023
2023-12-01,December,12,Q4,2023
2023-12-02,December,12,Q4,2023
2023-12-03,December,12,Q4,2023
2023-12-04,December,12,Q4,2023
2023-12-05,December,12,Q4,2023
2023-12-06,December,12,Q4,2023
2023-12-07,December,12,Q4,2023
2023-12-08,December,12,Q4,2023
2023-12-09,December,12,Q4,2023
2023-12-10,December,12,Q4,2023
2023-12-11,December,12,Q4,2023
2023-12-12,December,12,Q4,2023
2023-12-13,December,12,Q4,2023
2023-12-14,December,12,Q4,2023
2023-12-15,December,12,Q4,2023
2023-12-16,December,12,Q4,2023
2023-12-17,December,12,Q4,2023
2023-12-18,December,12,Q4,2023
2023-12-19,December,12,Q4,2023
2023-12-20,December,12,Q4,2023
2023-12-21,December,12,Q4,2023
2023-12-22,December,12,Q4,2023
2023-12-23,December,12,Q4,2023
2023-12-24,December,12,Q4,2023
2023-12-25,December,12,Q4,2023
2023-12-26,December,12,Q4,2023
2023-12-27,December,12,Q4,2023
2023-12-28,December,12,Q4,2023
2023-12-29,December,12,Q4,2023
2023-12-30,December,12,Q4,2023
2023-12-31,December,12,Q4,2023
2024-01-01,January,1,Q1,2024
2024-01-02,January,1,Q1,2024
2024-01-03,January,1,Q1,2024
2024-01-04,January,1,Q1,2024
2024-01-05,January,1,Q1,2024
2024-01-06,January,1,Q1,2024
2024-01-07,January,1,Q1,2024
2024-01-08,January,1,Q1,2024
2024-01-09,January,1,Q1,2024
2024-01-10,January,1,Q1,2024
2024-01-11,January,1,Q1,2024
2024-01-12,January,1,Q1,2024
2024-01-13,January,1,Q1,2024
2024-01-14,January,1,Q1,2024
2024-01-15,January,1,Q1,2024
2024-01-16,January,1,Q1,2024
2024-01-17,January,1,Q1,2024
2024-01-18,January,1,Q1,2024
2024-01-19,January,1,Q1,2024
2024-01-20,January,1,Q1,2024
2024-01-21,January,1,Q1,2024
2024-01-22,January,1,Q1,2024
2024-01-23,January,1,Q1,2024
2024-01-24,January,1,Q1,2024
2024-01-25,January,1,Q1,2024
2024-01-26,January,1,Q1,2024
2024-01-27,January,1,Q1,2024
2024-01-28,January,1,Q1,2024
2024-01-29,January,1,Q1,2024
2024-01-30,January,1,Q1,2024
2024-01-31,January,1,Q1,2024
2024-02-01,February,2,Q1,2024
2024-02-02,February,2,Q1,2024
2024-02-03,February,2,Q1,2024
2024-02-04,February,2,Q1,2024
2024-02-05,February,2,Q1,2024
2024-02-06,February,2,Q1,2024
2024-02-07,February,2,Q1,2024
2024-02-08,February,2,Q1,2024
2024-02-09,February,2,Q1,2024
2024-02-10,February,2,Q1,2024
2024-02-11,February,2,Q1,2024
2024-02-12,February,2,Q1,2024
2024-02-13,February,2,Q1,2024
2024-02-14,February,2,Q1,2024
2024-02-15,February,2,Q1,2024
2024-02-16,February,2,Q1,2024
2024-02-17,February,2,Q1,2024
2024-02-18,February,2,Q1,2024
2024-02-19,February,2,Q1,2024
2024-02-20,February,2,Q1,2024
2024-02-21,February,2,Q1,2024
2024-02-22,February,2,Q1,2024
2024-02-23,February,2,Q1,2024
2024-02-24,February,2,Q1,2024
2024-02-25,February,2,Q1,2024
2024-02-26,February,2,Q1,2024
2024-02-27,February,2,Q1,2024
2024-02-28,February,2,Q1,2024
2024-02-29,February,2,Q1,2024
2024-03-01,March,3,Q1,2024
2024-03-02,March,3,Q1,2024
2024-03-03,March,3,Q1,2024
2024-03-04,March,3,Q1,2024
2024-03-05,March,3,Q1,2024
2024-03-06,March,3,Q1,2024
2024-03-07,March,3,Q1,2024
2024-03-08,March,3,Q1,2024
2024-03-09,March,3,Q1,2024
2024-03-10,March,3,Q1,2024
2024-03-11,March,3,Q1,2024
2024-03-12,March,3,Q1,2024
2024-03-13,March,3,Q1,2024
2024-03-14,March,3,Q1,2024
2024-03-15,March,3,Q1,2024
2024-03-16,March,3,Q1,2024
2024-03-17,March,3,Q1,2024
2024-03-18,March,3,Q1,2024
2024-03-19,March,3,Q1,2024
2024-03-20,March,3,Q1,2024
2024-03-21,March,3,Q1,2024
2024-03-22,March,3,Q1,2024
2024-03-23,March,3,Q1,2024
2024-03-24,March,3,Q1,2024
2024-03-25,March,3,Q1,2024
2024-03-26,March,3,Q1,2024
2024-03-27,March,3,Q1,2024
2024-03-28,March,3,Q1,2024
2024-03-29,March,3,Q1,2024
2024-03-30,March,3,Q1,2024
